Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21175.5533,NA,16.72900000000000,16.66300000000000,0.00000000000000,0.30920000000000,18.2098,21158.8243,16.7290,16.7290,0.0000,0.2890,16.7492,0.6879,16.0613,-0.0010,21158.8243,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21177.6092,NA,16.52530000000000,16.69430000000000,0.47020000000000,0.88000000000000,32.8482,21161.5049,16.5745,16.1043,0.4702,16.2232,0.7611,0.7418,0.0193,-0.0950,21161.5049,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21192.3172,NA,16.76390000000000,16.69430000000000,0.00000000000000,0.27850000000000,18.1402,21175.5533,16.7639,16.7639,0.0000,0.3092,16.7332,0.7158,16.0174,0.0347,21175.5533,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21194.5266,NA,16.91740000000000,16.64070000000000,0.54250000000000,0.77060000000000,32.5715,21178.0794,16.9897,16.4472,0.5425,16.6259,0.5919,0.5873,0.0046,-0.0662,21178.0794,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21209.1563,NA,16.83910000000000,16.64070000000000,0.00000000000000,0.30190000000000,17.9418,21192.3172,16.8391,16.8391,0.0000,0.2785,16.8625,0.7893,16.0732,0.1232,21192.3172,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21211.3295,NA,16.80290000000000,16.67340000000000,0.41160000000000,0.73000000000000,32.4420,21195.0691,16.6720,16.2604,0.4116,16.3995,0.5909,0.5824,0.0085,0.3163,21195.0691,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21226.8325,NA,17.67620000000000,16.67340000000000,0.00000000000000,0.17100000000000,16.9390,21209.1563,17.6762,17.6762,0.0000,0.3019,17.5453,0.8237,16.7216,0.1657,21209.1563,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21229.2606,NA,17.93110000000000,16.66890000000000,0.66520000000000,0.90190000000000,31.1798,21211.7411,18.1847,17.5195,0.6652,17.7909,0.6305,0.6224,0.0081,0.0031,21211.7411,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21242.9139,NA,16.08140000000000,16.66890000000000,0.00000000000000,0.15800000000000,17.5265,21226.8325,16.0814,16.0814,0.0000,0.1710,16.0684,0.6922,15.3762,1.0073,21226.8325,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21244.5851,NA,15.32450000000000,16.64600000000000,0.50300000000000,0.78040000000000,32.5013,21229.9258,15.1623,14.6593,0.5030,14.8108,0.6289,0.6244,0.0045,1.5387,21229.9258,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21259.6353,NA,16.72140000000000,16.64600000000000,0.00000000000000,0.29330000000000,17.4511,21242.9139,16.7214,16.7214,0.0000,0.1580,16.8567,0.7894,16.0673,-0.5646,21242.9139,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21261.6261,NA,17.04100000000000,16.68130000000000,0.39290000000000,0.73450000000000,32.1416,21245.0881,16.9309,16.5380,0.3929,16.6891,0.5834,0.5788,0.0046,-1.5190,21245.0881,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21276.3213,NA,16.68600000000000,16.68130000000000,0.00000000000000,0.21050000000000,17.4464,21259.6353,16.6860,16.6860,0.0000,0.2933,16.6032,0.7790,15.8242,0.0401,21259.6353,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21278.4550,NA,16.82890000000000,16.66860000000000,0.46100000000000,0.83420000000000,31.9813,21262.0190,16.8970,16.4360,0.4610,16.5790,0.6912,0.6672,0.0240,0.2623,21262.0190,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21292.8567,NA,16.53540000000000,16.66860000000000,0.00000000000000,0.29880000000000,17.5796,21276.3213,16.5354,16.5354,0.0000,0.2105,16.6237,0.7995,15.8242,0.0174,21276.3213,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21294.7245,NA,16.26950000000000,16.64920000000000,0.49000000000000,0.76420000000000,32.3610,21278.9160,16.2985,15.8085,0.4900,15.9614,0.6113,0.6066,0.0047,0.2478,21278.9160,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21309.5688,NA,16.71210000000000,16.64920000000000,0.00000000000000,0.26120000000000,17.5167,21292.8567,16.7121,16.7121,0.0000,0.2988,16.6745,0.8159,15.8586,-0.1138,21292.8567,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21311.1652,NA,16.44070000000000,16.66040000000000,0.46180000000000,0.78610000000000,32.5807,21295.2145,16.4125,15.9507,0.4618,16.1081,0.6287,0.6180,0.0107,-0.3619,21295.2145,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21326.5170,NA,16.94820000000000,16.66040000000000,0.00000000000000,0.32790000000000,17.2289,21309.5688,16.9482,16.9482,0.0000,0.2612,17.0149,0.8115,16.2034,0.0517,21309.5688,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21327.9779,NA,16.81270000000000,16.67610000000000,0.37930000000000,0.84810000000000,32.4441,21311.6270,16.7302,16.3509,0.3793,16.4878,0.7112,0.7053,0.0059,-0.2636,21311.6270,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21342.8125,NA,16.29550000000000,16.67610000000000,0.00000000000000,0.14080000000000,17.6095,21326.5170,16.2955,16.2955,0.0000,0.3279,16.1084,0.5326,15.5758,0.2721,21326.5170,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21344.4828,NA,16.50490000000000,16.68400000000000,0.46640000000000,0.75490000000000,32.6232,21328.3572,16.5920,16.1256,0.4664,16.2608,0.6197,0.6153,0.0044,0.0462,21328.3572,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21359.5650,NA,16.75250000000000,16.68400000000000,0.00000000000000,0.28720000000000,17.5410,21342.8125,16.7525,16.7525,0.0000,0.1408,16.8989,0.7327,16.1662,-0.3885,21342.8125,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21361.1593,NA,16.67650000000000,16.65180000000000,0.40400000000000,0.75620000000000,32.5985,21344.9492,16.6141,16.2101,0.4040,16.3360,0.6303,0.6261,0.0042,-0.0598,21344.9492,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21376.3893,NA,16.82430000000000,16.65180000000000,0.00000000000000,0.22200000000000,17.3685,21359.5650,16.8243,16.8243,0.0000,0.2872,16.7591,0.6070,16.1521,0.1007,21359.5650,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21377.7298,NA,16.57050000000000,16.66930000000000,0.40350000000000,0.80310000000000,32.6973,21361.5633,16.5700,16.1665,0.4035,16.3034,0.6662,0.6604,0.0058,-0.0552,21361.5633,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21392.9860,NA,16.59670000000000,16.66930000000000,0.00000000000000,0.27620000000000,17.4411,21376.3893,16.5967,16.5967,0.0000,0.2220,16.6509,0.6736,15.9773,0.1550,21376.3893,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21394.7933,NA,17.06350000000000,16.64090000000000,0.41510000000000,0.76850000000000,32.2747,21378.1333,17.0751,16.6600,0.4151,16.8443,0.5842,0.5798,0.0044,-0.0709,21378.1333,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21409.9311,NA,16.94510000000000,16.64090000000000,0.00000000000000,0.17930000000000,17.1369,21392.9860,16.9451,16.9451,0.0000,0.2762,16.8482,0.6773,16.1709,-0.0442,21392.9860,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21411.0780,NA,16.28470000000000,16.68890000000000,0.41310000000000,0.75530000000000,32.6789,21395.2084,16.2827,15.8696,0.4131,15.9998,0.6251,0.6194,0.0057,0.3862,21395.2084,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21427.2217,NA,17.29060000000000,16.68890000000000,0.00000000000000,0.11080000000000,16.5352,21409.9311,17.2906,17.2906,0.0000,0.1793,17.2221,0.5209,16.7012,0.2562,21409.9311,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21428.3782,NA,17.30020000000000,16.72750000000000,0.48720000000000,0.70620000000000,32.1062,21411.4911,17.3743,16.8871,0.4872,17.0079,0.5854,0.5810,0.0044,-0.4448,21411.4911,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21443.0682,NA,15.84650000000000,16.72750000000000,0.00000000000000,0.15630000000000,17.4162,21427.2217,15.8465,15.8465,0.0000,0.1108,15.8920,0.6014,15.2906,0.5631,21427.2217,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21444.2789,NA,15.90070000000000,16.57510000000000,0.33690000000000,0.81360000000000,32.7806,21428.8654,15.7504,15.4135,0.3369,15.5432,0.6839,0.6803,0.0036,0.7992,21428.8654,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21460.1698,NA,17.10160000000000,16.57510000000000,0.00000000000000,0.25430000000000,16.8897,21443.0682,17.1016,17.1016,0.0000,0.1563,17.1996,0.7402,16.4594,-0.7286,21443.0682,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21461.1143,NA,16.83540000000000,16.68040000000000,0.42550000000000,0.95430000000000,32.6256,21444.6158,16.9240,16.4985,0.4255,16.6256,0.8272,0.8232,0.0040,-0.9300,21444.6158,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21476.7228,NA,16.55300000000000,16.68040000000000,0.00000000000000,0.24920000000000,17.0171,21460.1698,16.5530,16.5530,0.0000,0.2543,16.5479,0.8080,15.7399,0.4212,21460.1698,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21477.6377,NA,16.52340000000000,16.66480000000000,0.44420000000000,0.91790000000000,32.7670,21461.5398,16.5421,16.0979,0.4442,16.2598,0.7560,0.7492,0.0068,0.2592,21461.5398,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21493.4012,NA,16.67840000000000,16.66480000000000,0.00000000000000,0.21050000000000,17.0035,21476.7228,16.6784,16.6784,0.0000,0.2492,16.6397,0.6467,15.9930,-0.1118,21476.7228,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21495.1249,NA,17.48720000000000,16.64060000000000,0.36240000000000,0.71560000000000,31.9204,21478.0819,17.4054,17.0430,0.3624,17.1856,0.5730,0.5686,0.0044,-0.0985,21478.0819,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21510.3098,NA,16.90860000000000,16.64060000000000,0.00000000000000,0.29860000000000,16.7355,21493.4012,16.9086,16.9086,0.0000,0.2105,16.9967,0.8147,16.1820,0.0378,21493.4012,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21511.0938,NA,15.96890000000000,16.67340000000000,0.42970000000000,0.90590000000000,32.6249,21495.4873,16.0362,15.6065,0.4297,15.7448,0.7676,0.7597,0.0079,0.7320,21495.4873,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21526.8350,NA,16.52520000000000,16.67340000000000,0.00000000000000,0.11770000000000,16.8837,21510.3098,16.5252,16.5252,0.0000,0.2986,16.3443,0.6111,15.7332,0.2352,21510.3098,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21527.6401,NA,16.54630000000000,16.67650000000000,0.37950000000000,0.96850000000000,32.7551,21511.5235,16.4961,16.1166,0.3795,16.2750,0.8101,0.8060,0.0041,-0.6403,21511.5235,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21543.4553,NA,16.62030000000000,16.67650000000000,0.00000000000000,0.16060000000000,16.9399,21526.8350,16.6203,16.6203,0.0000,0.1177,16.6632,0.5915,16.0717,-0.1513,21526.8350,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21544.8678,NA,17.22770000000000,16.67420000000000,0.35490000000000,0.73960000000000,32.2016,21528.0196,17.2031,16.8482,0.3549,16.9846,0.6032,0.5983,0.0049,-0.1781,21528.0196,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21560.1389,NA,16.68360000000000,16.67420000000000,0.00000000000000,0.16420000000000,16.9305,21543.4553,16.6836,16.6836,0.0000,0.1606,16.6872,0.6002,16.0870,-0.0539,21543.4553,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21561.3781,NA,16.51030000000000,16.64660000000000,0.40280000000000,0.92820000000000,32.3379,21545.2227,16.5582,16.1554,0.4028,16.2844,0.7992,0.7950,0.0042,0.5565,21545.2227,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21577.1060,NA,16.96710000000000,16.64660000000000,0.00000000000000,0.28770000000000,16.6100,21560.1389,16.9671,16.9671,0.0000,0.1642,17.0906,0.7670,16.3236,0.0370,21560.1389,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21577.6365,NA,16.25840000000000,16.66860000000000,0.41070000000000,1.03100000000000,32.7481,21561.7809,16.2663,15.8556,0.4107,16.0157,0.8709,0.8656,0.0053,-0.1104,21561.7809,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21593.6481,NA,16.54210000000000,16.66860000000000,0.00000000000000,0.16770000000000,16.7365,21577.1060,16.5421,16.5421,0.0000,0.2877,16.4221,0.5972,15.8249,0.2985,21577.1060,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21594.3614,NA,16.72490000000000,16.71740000000000,0.49730000000000,1.05980000000000,32.7406,21578.0472,16.8115,16.3142,0.4973,16.4890,0.8850,0.8791,0.0059,-0.4511,21578.0472,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21610.4361,NA,16.78800000000000,16.71740000000000,0.00000000000000,0.15690000000000,16.6659,21593.6481,16.7880,16.7880,0.0000,0.1677,16.7772,0.6214,16.1558,-0.1753,21593.6481,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21610.9877,NA,16.62630000000000,16.62600000000000,0.56040000000000,1.02690000000000,32.7403,21594.8587,16.6894,16.1290,0.5604,16.2847,0.8712,0.8651,0.0061,0.1855,21594.8587,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21627.2334,NA,16.79730000000000,16.62600000000000,0.00000000000000,0.12750000000000,16.4946,21610.4361,16.7973,16.7973,0.0000,0.1569,16.7679,0.5757,16.1922,0.1620,21610.4361,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21628.3149,NA,17.32720000000000,16.68830000000000,0.33040000000000,0.98610000000000,32.1014,21611.5481,17.0972,16.7668,0.3304,16.8952,0.8577,0.8534,0.0043,0.0011,21611.5481,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21643.8588,NA,16.62540000000000,16.68830000000000,0.00000000000000,0.12440000000000,16.5575,21627.2334,16.6254,16.6254,0.0000,0.1275,16.6223,0.6922,15.9301,0.1090,21627.2334,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21644.4079,NA,16.09300000000000,16.65070000000000,0.37430000000000,0.87510000000000,32.6591,21628.6453,16.1369,15.7626,0.3743,15.8862,0.7515,0.7465,0.0050,0.4465,21628.6453,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21660.8189,NA,16.96010000000000,16.65070000000000,0.00000000000000,0.28330000000000,16.2481,21643.8588,16.9601,16.9601,0.0000,0.1244,17.1190,0.7885,16.3305,-0.0253,21643.8588,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21661.6012,NA,17.19330000000000,16.67130000000000,0.42270000000000,1.13970000000000,32.1371,21644.7822,17.2417,16.8190,0.4227,16.9816,0.9771,0.9714,0.0057,-0.5344,21644.7822,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21677.3758,NA,16.55690000000000,16.67130000000000,0.00000000000000,0.29700000000000,16.3625,21660.8189,16.5569,16.5569,0.0000,0.2833,16.5706,0.8075,15.7631,0.2888,21660.8189,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21677.7455,NA,16.14430000000000,16.64910000000000,0.47000000000000,0.74930000000000,32.6419,21662.0239,16.1916,15.7216,0.4700,15.8667,0.6042,0.5998,0.0044,0.5926,21662.0239,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21694.1538,NA,16.77800000000000,16.64910000000000,0.00000000000000,0.14490000000000,16.2336,21677.3758,16.7780,16.7780,0.0000,0.2970,16.6259,0.5753,16.0506,-0.0922,21677.3758,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21694.3202,NA,16.57470000000000,16.67490000000000,0.49130000000000,0.78550000000000,32.7421,21678.2155,16.5960,16.1047,0.4913,16.2247,0.6655,0.6599,0.0056,-0.4833,21678.2155,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21710.7450,NA,16.59120000000000,16.67490000000000,0.00000000000000,0.24840000000000,16.3173,21694.1538,16.5912,16.5912,0.0000,0.1449,16.6947,0.7245,15.9702,0.1031,21694.1538,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21711.2116,NA,16.89140000000000,16.69620000000000,0.41860000000000,0.96670000000000,32.5469,21694.8115,16.8187,16.4001,0.4186,16.5590,0.8078,0.8026,0.0052,-0.1002,21694.8115,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21727.5923,NA,16.84730000000000,16.69620000000000,0.00000000000000,0.28250000000000,16.1662,21710.7450,16.8473,16.8473,0.0000,0.2484,16.8814,0.8412,16.0402,-0.1050,21710.7450,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21727.6652,NA,16.45360000000000,16.64630000000000,0.49960000000000,1.54920000000000,32.7396,21711.6302,16.5346,16.0350,0.4996,16.2467,1.3375,1.2660,0.0715,0.1724,21711.6302,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21744.2868,NA,16.69450000000000,16.64630000000000,0.00000000000000,0.16690000000000,16.1180,21727.5923,16.6945,16.6945,0.0000,0.2825,16.5789,0.6026,15.9763,0.2010,21727.5923,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21744.3417,NA,16.67650000000000,16.66530000000000,0.41940000000000,0.96780000000000,32.7284,21728.1648,16.5963,16.1769,0.4194,16.3431,0.8016,0.7966,0.0050,-0.1307,21728.1648,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21760.9516,NA,16.66480000000000,16.66530000000000,0.00000000000000,0.14720000000000,16.1185,21744.2868,16.6648,16.6648,0.0000,0.1669,16.6451,0.5857,16.0594,0.0292,21744.2868,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21761.0474,NA,16.70570000000000,16.65340000000000,0.38050000000000,1.45470000000000,32.6761,21744.7611,16.6668,16.2863,0.3805,16.4337,1.3073,1.3029,0.0044,-0.0571,21744.7611,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21778.3170,NA,17.36540000000000,16.65340000000000,0.00000000000000,0.14430000000000,15.4065,21760.9516,17.3654,17.3654,0.0000,0.1472,17.3625,0.6013,16.7612,0.0114,21760.9516,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21777.7019,NA,16.65450000000000,16.65400000000000,0.38940000000000,0.40810000000000,32.6756,21761.4279,16.6634,16.2740,0.3894,16.4053,0.2768,0.2530,0.0238,0.0128,21761.4279,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21794.4283,NA,16.11130000000000,16.65400000000000,0.00000000000000,0.01060000000000,15.9492,21778.3170,16.1113,16.1113,0.0000,0.1443,15.9776,0.4954,15.4822,0.7114,21778.3170,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21794.7849,NA,17.08300000000000,16.70970000000000,0.44360000000000,1.42440000000000,32.3023,21778.0913,17.1372,16.6936,0.4436,16.8330,1.2850,1.2795,0.0055,-0.0463,21778.0913,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21811.4612,NA,17.03290000000000,16.70970000000000,0.00000000000000,0.10900000000000,15.6260,21794.4283,17.0329,17.0329,0.0000,0.0106,17.1313,0.5256,16.6057,-0.5984,21794.4283,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21810.9049,NA,16.12000000000000,16.69550000000000,0.53020000000000,0.47820000000000,32.8778,21795.2285,16.2066,15.6764,0.5302,15.8157,0.3389,0.2798,0.0591,0.4417,21795.2285,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21828.1545,NA,16.69330000000000,16.69550000000000,0.00000000000000,0.01150000000000,15.6282,21811.4612,16.6933,16.6933,0.0000,0.1090,16.5958,0.5425,16.0533,0.3374,21811.4612,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21827.8277,NA,16.92280000000000,16.63550000000000,0.51040000000000,0.84030000000000,32.5905,21811.4351,16.9030,16.3926,0.5104,16.5452,0.6877,0.6819,0.0058,-0.4289,21811.4351,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21844.6855,NA,16.53100000000000,16.63550000000000,0.00000000000000,0.18570000000000,15.7327,21828.1545,16.5310,16.5310,0.0000,0.0115,16.7052,0.6732,16.0320,0.0578,21828.1545,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21844.3721,NA,16.54440000000000,16.83520000000000,0.42250000000000,0.97730000000000,32.8813,21828.3381,16.4565,16.0340,0.4225,16.2090,0.8023,0.7875,0.0148,0.0678,21828.3381,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21861.3343,NA,16.64880000000000,16.83520000000000,0.00000000000000,0.20410000000000,15.9191,21844.6855,16.6488,16.6488,0.0000,0.1857,16.6672,1.0991,15.5681,-0.3042,21844.6855,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21861.1063,NA,16.73420000000000,16.50990000000000,0.36690000000000,0.93460000000000,32.6570,21844.7946,16.6786,16.3117,0.3669,16.4466,0.7997,0.7950,0.0047,-0.0534,21844.7946,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21878.1242,NA,16.78990000000000,16.50990000000000,0.00000000000000,0.24140000000000,15.6391,21861.3343,16.7899,16.7899,0.0000,0.2041,16.8272,0.6528,16.1744,0.1389,21861.3343,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21878.3561,NA,17.24980000000000,16.65020000000000,0.39150000000000,0.79020000000000,32.0574,21861.4732,17.2744,16.8829,0.3915,17.0124,0.6607,0.6548,0.0059,0.0284,21861.4732,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21894.8848,NA,16.76060000000000,16.65020000000000,0.00000000000000,0.11130000000000,15.5287,21878.1242,16.7606,16.7606,0.0000,0.2414,16.6305,0.6404,15.9901,0.1397,21878.1242,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21894.2759,NA,15.91980000000000,16.67250000000000,0.61390000000000,0.55930000000000,32.8101,21878.7476,16.1422,15.5283,0.6139,15.7474,0.3402,0.3313,0.0089,0.6019,21878.7476,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21911.4705,NA,16.58570000000000,16.67250000000000,0.00000000000000,0.50330000000000,15.6155,21894.8848,16.5857,16.5857,0.0000,0.1113,16.9777,0.9717,16.0060,0.0881,21894.8848,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21910.9708,NA,16.69490000000000,16.68650000000000,0.46630000000000,0.79560000000000,32.8017,21894.8898,16.5473,16.0810,0.4663,16.2580,0.6186,0.6159,0.0027,-0.5443,21894.8898,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21928.4038,NA,16.93330000000000,16.68650000000000,0.00000000000000,0.01500000000000,15.3687,21911.4705,16.9333,16.9333,0.0000,0.5033,16.4450,0.7556,15.6894,-0.1008,21911.4705,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21927.7032,NA,16.73240000000000,16.63600000000000,0.37690000000000,0.89430000000000,32.7053,21911.4371,16.6430,16.2661,0.3769,16.4043,0.7561,0.7468,0.0093,-0.0887,21911.4371,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,21945.2593,NA,16.85550000000000,16.63600000000000,0.00000000000000,0.10490000000000,15.1492,21928.4038,16.8555,16.8555,0.0000,0.0150,16.9454,0.8300,16.1154,0.2973,21928.4038,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,21945.0547,NA,17.35150000000000,16.68200000000000,0.52770000000000,1.01970000000000,32.0358,21928.0801,17.5023,16.9746,0.5277,17.2476,0.7467,0.7402,0.0065,-0.0390,21928.0801,NA,NA,NA
