Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27827.4691,NA,16.71450000000000,16.66140000000000,0.32890000000000,0.76050000000000,16.2557,27811.0983,16.6997,16.3708,0.3289,16.5532,0.5781,0.5673,0.0108,-0.0940,27811.0983,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27832.2036,NA,16.82080000000000,16.66140000000000,0.00000000000000,0.21040000000000,11.5212,27815.3828,16.8208,16.8208,0.0000,0.2571,16.7741,0.6422,16.1319,-0.2647,27815.3828,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27844.1175,NA,16.64840000000000,16.65940000000000,0.36050000000000,0.77800000000000,16.2667,27827.7980,16.6800,16.3195,0.3605,16.5085,0.5890,0.5812,0.0078,0.0403,27827.7980,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27848.8096,NA,16.60600000000000,16.65940000000000,0.00000000000000,0.26320000000000,11.5746,27832.2036,16.6060,16.6060,0.0000,0.2104,16.6588,0.6737,15.9851,0.1614,27832.2036,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27860.7457,NA,16.62820000000000,16.67160000000000,0.37160000000000,0.87340000000000,16.3101,27844.4780,16.6393,16.2677,0.3716,16.4526,0.6885,0.6785,0.0100,0.0084,27844.4780,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27865.7037,NA,16.89410000000000,16.67160000000000,0.00000000000000,0.23630000000000,11.3521,27848.8096,16.8941,16.8941,0.0000,0.2632,16.8672,0.6891,16.1781,-0.0656,27848.8096,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27877.4567,NA,16.71100000000000,16.67190000000000,0.31630000000000,0.76440000000000,16.2710,27861.1173,16.6557,16.3394,0.3163,16.5087,0.5951,0.5812,0.0139,-0.0326,27861.1173,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27882.2704,NA,16.56670000000000,16.67190000000000,0.00000000000000,0.28140000000000,11.4573,27865.7037,16.5667,16.5667,0.0000,0.2363,16.6118,0.6771,15.9347,0.2222,27865.7037,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27894.1333,NA,16.67660000000000,16.65730000000000,0.33210000000000,0.88630000000000,16.2517,27877.7730,16.6924,16.3603,0.3321,16.5139,0.7327,0.7194,0.0133,-0.0016,27877.7730,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27899.0063,NA,16.73590000000000,16.65730000000000,0.00000000000000,0.24010000000000,11.3787,27882.2704,16.7359,16.7359,0.0000,0.2814,16.6946,0.6890,16.0056,-0.0906,27882.2704,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27910.7985,NA,16.66520000000000,16.69890000000000,0.42890000000000,0.80550000000000,16.2854,27894.4654,16.7620,16.3331,0.4289,16.5455,0.5931,0.5762,0.0169,-0.0065,27894.4654,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27915.8388,NA,16.83250000000000,16.69890000000000,0.00000000000000,0.26790000000000,11.2451,27899.0063,16.8325,16.8325,0.0000,0.2401,16.8603,0.7127,16.1476,0.0370,27899.0063,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27927.5632,NA,16.76470000000000,16.63560000000000,0.46270000000000,0.85960000000000,16.1563,27911.2274,16.7985,16.3358,0.4627,16.5661,0.6293,0.6148,0.0145,0.1264,27911.2274,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27932.5465,NA,16.70770000000000,16.63560000000000,0.00000000000000,0.28220000000000,11.1730,27915.8388,16.7077,16.7077,0.0000,0.2679,16.7220,0.6913,16.0307,0.1969,27915.8388,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27944.6489,NA,17.08570000000000,16.69030000000000,0.39150000000000,0.80450000000000,15.7609,27928.0259,17.0145,16.6230,0.3915,16.8381,0.5894,0.5788,0.0106,0.1082,27928.0259,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27949.2835,NA,16.73700000000000,16.69030000000000,0.00000000000000,0.24240000000000,11.1263,27932.5465,16.7370,16.7370,0.0000,0.2822,16.6972,0.6759,16.0213,0.0174,27932.5465,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27960.8001,NA,16.15120000000000,16.64220000000000,0.35350000000000,0.80940000000000,16.2519,27945.0404,16.1132,15.7597,0.3535,15.9495,0.6196,0.6123,0.0073,0.3723,27945.0404,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27966.0343,NA,16.75080000000000,16.64220000000000,0.00000000000000,0.27540000000000,11.0177,27949.2835,16.7508,16.7508,0.0000,0.2424,16.7838,0.7357,16.0481,0.0948,27949.2835,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27977.4343,NA,16.63420000000000,16.66460000000000,0.38030000000000,0.90690000000000,16.2823,27961.1536,16.6610,16.2807,0.3803,16.4840,0.7036,0.6946,0.0090,-0.5514,27961.1536,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,27982.6600,NA,16.62570000000000,16.66460000000000,0.00000000000000,0.26900000000000,11.0566,27966.0343,16.6257,16.6257,0.0000,0.2754,16.6193,0.6846,15.9347,0.0862,27966.0343,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,27994.2653,NA,16.83100000000000,16.68080000000000,0.36650000000000,0.89460000000000,16.1321,27977.8146,16.8172,16.4507,0.3665,16.6753,0.6700,0.6588,0.0112,-0.0198,27977.8146,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28000.1694,NA,17.50940000000000,16.68080000000000,0.00000000000000,0.27260000000000,10.2280,27982.6600,17.5094,17.5094,0.0000,0.2690,17.5130,0.6713,16.8417,-0.0551,27982.6600,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28010.9062,NA,16.64090000000000,16.67430000000000,0.38450000000000,0.89590000000000,16.1655,27994.6318,16.6589,16.2744,0.3845,16.5054,0.6649,0.6537,0.0112,0.1429,27994.6318,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28016.0347,NA,15.86530000000000,16.67430000000000,0.00000000000000,0.28620000000000,11.0370,28000.1694,15.8653,15.8653,0.0000,0.2726,15.8789,0.6985,15.1804,0.8351,28000.1694,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28027.4225,NA,16.51630000000000,16.64220000000000,0.42480000000000,0.90140000000000,16.2914,28011.2907,16.5566,16.1318,0.4248,16.2953,0.7379,0.7274,0.0105,0.0167,28011.2907,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28032.8394,NA,16.80470000000000,16.64220000000000,0.00000000000000,0.25350000000000,10.8745,28016.0347,16.8047,16.8047,0.0000,0.2862,16.7720,0.6957,16.0763,-0.7769,28016.0347,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28044.1532,NA,16.73070000000000,16.65050000000000,0.34130000000000,0.90000000000000,16.2112,28027.8473,16.6472,16.3059,0.3413,16.4971,0.7088,0.6989,0.0099,-0.0939,28027.8473,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28049.6717,NA,16.83230000000000,16.65050000000000,0.00000000000000,0.23760000000000,10.6927,28032.8394,16.8323,16.8323,0.0000,0.2535,16.8164,0.6720,16.1444,0.1542,28032.8394,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28061.1238,NA,16.97060000000000,16.68860000000000,0.30210000000000,0.75180000000000,15.9292,28044.4945,16.9314,16.6293,0.3021,16.7900,0.5911,0.5659,0.0252,-0.0414,28044.4945,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28066.2533,NA,16.58160000000000,16.68860000000000,0.00000000000000,0.23770000000000,10.7997,28049.6717,16.5816,16.5816,0.0000,0.2376,16.5817,0.6951,15.8866,0.1437,28049.6717,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28077.4730,NA,16.34920000000000,16.68760000000000,0.30980000000000,0.75600000000000,16.2676,28061.4259,16.3569,16.0471,0.3098,16.2132,0.5899,0.5793,0.0106,0.2438,28061.4259,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28082.9613,NA,16.70800000000000,16.68760000000000,0.00000000000000,0.24300000000000,10.7793,28066.2533,16.7080,16.7080,0.0000,0.2377,16.7133,0.6522,16.0611,-0.1060,28066.2533,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28094.7574,NA,17.28440000000000,16.63030000000000,0.41660000000000,0.84520000000000,15.6135,28077.7828,17.3912,16.9746,0.4166,17.2391,0.5807,0.5697,0.0110,-0.2734,28077.7828,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28100.1834,NA,17.22210000000000,16.63030000000000,0.00000000000000,0.25450000000000,10.1875,28082.9613,17.2221,17.2221,0.0000,0.2430,17.2336,0.7047,16.5289,0.0777,28082.9613,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28110.8764,NA,16.11900000000000,16.70220000000000,0.33770000000000,0.76610000000000,16.1967,28095.1740,16.0401,15.7024,0.3377,15.8904,0.5781,0.5701,0.0080,0.6890,28095.1740,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28116.4408,NA,16.25740000000000,16.70220000000000,0.00000000000000,0.23490000000000,10.6323,28100.1834,16.2574,16.2574,0.0000,0.2545,16.2378,0.6561,15.5817,0.5199,28100.1834,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28127.5103,NA,16.63390000000000,16.64500000000000,0.44710000000000,0.94320000000000,16.2078,28111.2141,16.7433,16.2962,0.4471,16.4993,0.7401,0.7250,0.0151,-0.6049,28111.2141,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28133.1949,NA,16.75410000000000,16.64500000000000,0.00000000000000,0.29930000000000,10.5232,28116.4408,16.7541,16.7541,0.0000,0.2349,16.8185,0.6711,16.1474,-0.3876,28116.4408,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28144.1836,NA,16.67330000000000,16.70770000000000,0.44070000000000,0.87370000000000,16.2422,28127.9574,16.6669,16.2262,0.4407,16.5020,0.5979,0.5894,0.0085,0.0356,28127.9574,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28150.0290,NA,16.83410000000000,16.70770000000000,0.00000000000000,0.25650000000000,10.3968,28133.1949,16.8341,16.8341,0.0000,0.2993,16.7913,0.7151,16.0762,0.0464,28133.1949,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28160.9061,NA,16.72250000000000,16.65800000000000,0.51760000000000,0.94420000000000,16.1777,28144.6243,16.7994,16.2818,0.5176,16.6002,0.6258,0.6060,0.0198,0.0089,28144.6243,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28167.1558,NA,17.12680000000000,16.65800000000000,0.00000000000000,0.23230000000000,9.9280,28150.0290,17.1268,17.1268,0.0000,0.2565,17.1026,0.6984,16.4042,0.1761,28150.0290,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28177.5071,NA,16.60100000000000,16.65390000000000,0.53460000000000,0.94640000000000,16.2306,28161.4237,16.6180,16.0834,0.5346,16.4112,0.6186,0.6057,0.0129,0.1455,28161.4237,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28183.4159,NA,16.26010000000000,16.65390000000000,0.00000000000000,0.24480000000000,10.3218,28167.1558,16.2601,16.2601,0.0000,0.2323,16.2726,0.6933,15.5793,0.4729,28167.1558,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28194.6052,NA,17.09810000000000,16.66050000000000,0.38380000000000,0.82880000000000,15.7930,28178.0417,16.9473,16.5635,0.3838,16.7760,0.6163,0.6032,0.0131,-0.0425,28178.0417,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28200.0891,NA,16.67320000000000,16.66050000000000,0.00000000000000,0.25220000000000,10.3091,28183.4159,16.6732,16.6732,0.0000,0.2448,16.6806,0.6772,16.0034,-0.4004,28183.4159,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28211.2089,NA,16.60370000000000,16.66230000000000,0.32160000000000,0.74930000000000,15.8516,28194.9890,16.5415,16.2199,0.3216,16.3937,0.5755,0.5659,0.0096,0.2850,28194.9890,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28216.7976,NA,16.70850000000000,16.66230000000000,0.00000000000000,0.25550000000000,10.2629,28200.0891,16.7085,16.7085,0.0000,0.2522,16.7118,0.7076,16.0042,0.0109,28200.0891,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28227.4670,NA,16.25810000000000,16.66590000000000,0.41420000000000,0.79200000000000,16.2594,28211.5305,16.3507,15.9365,0.4142,16.1217,0.6068,0.5916,0.0152,-0.1244,28211.5305,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28233.5826,NA,16.78500000000000,16.66590000000000,0.00000000000000,0.26500000000000,10.1438,28216.7976,16.7850,16.7850,0.0000,0.2555,16.7945,0.6642,16.1303,0.0426,28216.7976,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28244.6533,NA,17.18630000000000,16.67990000000000,0.42640000000000,0.84030000000000,15.7530,28227.8812,17.1985,16.7721,0.4264,16.9976,0.6148,0.6015,0.0133,-0.3292,28227.8812,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28250.2589,NA,16.67630000000000,16.67990000000000,0.00000000000000,0.27450000000000,10.1474,28233.5826,16.6763,16.6763,0.0000,0.2650,16.6858,0.6890,15.9968,0.1051,28233.5826,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28260.8709,NA,16.21760000000000,16.64880000000000,0.54430000000000,0.93630000000000,16.1842,28245.0797,16.3355,15.7912,0.5443,16.1265,0.6010,0.5895,0.0115,0.5497,28245.0797,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28266.9731,NA,16.71420000000000,16.64880000000000,0.00000000000000,0.26790000000000,10.0820,28250.2589,16.7142,16.7142,0.0000,0.2745,16.7076,0.6857,16.0219,0.0275,28250.2589,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28277.4053,NA,16.53440000000000,16.66240000000000,0.39320000000000,0.79890000000000,16.3122,28261.4152,16.3833,15.9901,0.3932,16.1973,0.5917,0.5743,0.0174,-0.3269,28261.4152,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28283.6268,NA,16.65370000000000,16.66240000000000,0.00000000000000,0.27010000000000,10.0907,28266.9731,16.6537,16.6537,0.0000,0.2679,16.6559,0.6818,15.9741,0.0518,28266.9731,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28294.1529,NA,16.74760000000000,16.63730000000000,0.32730000000000,0.76910000000000,16.2019,28277.7985,16.6817,16.3544,0.3273,16.5357,0.5878,0.5755,0.0123,-0.2540,28277.7985,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28300.4405,NA,16.81370000000000,16.63730000000000,0.00000000000000,0.29170000000000,9.9143,28283.6268,16.8137,16.8137,0.0000,0.2701,16.8353,0.7624,16.0729,0.0164,28283.6268,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28310.6701,NA,16.51720000000000,16.71430000000000,0.28540000000000,0.70020000000000,16.3990,28294.4802,16.4753,16.1899,0.2854,16.3365,0.5536,0.5436,0.0100,-0.0326,28294.4802,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28317.0678,NA,16.62730000000000,16.71430000000000,0.00000000000000,0.28550000000000,10.0013,28300.4405,16.6273,16.6273,0.0000,0.2917,16.6211,0.6888,15.9323,0.0994,28300.4405,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28327.5040,NA,16.83390000000000,16.63930000000000,0.55120000000000,0.96860000000000,16.2044,28310.9555,17.0997,16.5485,0.5512,16.7588,0.7583,0.7449,0.0134,-0.1640,28310.9555,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28333.8787,NA,16.81090000000000,16.63930000000000,0.00000000000000,0.28320000000000,9.8297,28317.0678,16.8109,16.8109,0.0000,0.2855,16.8086,0.6805,16.1281,-0.0120,28317.0678,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28344.1009,NA,16.59690000000000,16.67410000000000,0.38220000000000,0.86010000000000,16.2816,28328.0552,16.4279,16.0457,0.3822,16.2072,0.6986,0.6892,0.0094,0.4256,28328.0552,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28350.5764,NA,16.69770000000000,16.67410000000000,0.00000000000000,0.23070000000000,9.8061,28333.8787,16.6977,16.6977,0.0000,0.2832,16.6452,0.6733,15.9719,0.1368,28333.8787,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28361.0663,NA,16.96540000000000,16.70070000000000,0.36000000000000,0.77150000000000,16.0169,28344.4831,16.9432,16.5832,0.3600,16.7824,0.5723,0.5617,0.0106,-0.2728,28344.4831,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28367.3673,NA,16.79090000000000,16.70070000000000,0.00000000000000,0.27320000000000,9.7159,28350.5764,16.7909,16.7909,0.0000,0.2307,16.8334,0.6717,16.1617,-0.0030,28350.5764,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28377.5060,NA,16.43970000000000,16.65270000000000,0.50720000000000,0.91870000000000,16.2299,28361.4263,16.5869,16.0797,0.5072,16.3947,0.6037,0.5943,0.0094,0.2905,28361.4263,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28384.0775,NA,16.71020000000000,16.65270000000000,0.00000000000000,0.26360000000000,9.6584,28367.3673,16.7102,16.7102,0.0000,0.2732,16.7006,0.6988,16.0018,0.1382,28367.3673,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28394.4919,NA,16.98590000000000,16.71110000000000,0.49210000000000,0.87640000000000,15.9551,28378.0132,16.9708,16.4787,0.4921,16.7417,0.6134,0.5979,0.0155,-0.1242,28378.0132,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28400.8801,NA,16.80260000000000,16.71110000000000,0.00000000000000,0.26390000000000,9.5669,28384.0775,16.8026,16.8026,0.0000,0.2636,16.8029,0.7168,16.0861,-0.0009,28384.0775,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28411.0899,NA,16.59800000000000,16.60290000000000,0.37820000000000,0.96240000000000,15.9600,28394.9840,16.4841,16.1059,0.3782,16.2969,0.7714,0.7572,0.0142,0.3679,28394.9840,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28417.4993,NA,16.61920000000000,16.60290000000000,0.00000000000000,0.27130000000000,9.5506,28400.8801,16.6192,16.6192,0.0000,0.2639,16.6266,0.7002,15.9264,0.1997,28400.8801,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28427.4128,NA,16.32290000000000,16.72760000000000,0.35860000000000,0.72440000000000,16.3647,28411.4681,16.3033,15.9447,0.3586,16.1080,0.5611,0.5507,0.0104,-0.2435,28411.4681,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28434.8802,NA,17.38090000000000,16.72760000000000,0.00000000000000,0.27880000000000,8.8973,28417.4993,17.3809,17.3809,0.0000,0.2713,17.3884,0.6811,16.7073,-0.1084,28417.4993,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28444.2423,NA,16.82950000000000,16.61600000000000,0.35590000000000,0.83840000000000,16.1512,28427.7714,16.8268,16.4709,0.3559,16.6570,0.6523,0.6409,0.0114,-0.3127,28427.7714,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28450.9996,NA,16.11940000000000,16.61600000000000,0.00000000000000,0.23000000000000,9.3939,28434.8802,16.1194,16.1194,0.0000,0.2788,16.0706,0.6763,15.3943,0.7649,28434.8802,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28460.7755,NA,16.53320000000000,16.66780000000000,0.41980000000000,0.82080000000000,16.2858,28444.5982,16.5971,16.1773,0.4198,16.4293,0.5688,0.5596,0.0092,0.1590,28444.5982,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28467.7807,NA,16.78110000000000,16.66780000000000,0.00000000000000,0.25190000000000,9.2806,28450.9996,16.7811,16.7811,0.0000,0.2300,16.8030,0.7331,16.0699,-0.5484,28450.9996,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28477.4622,NA,16.68670000000000,16.63430000000000,0.70810000000000,1.14950000000000,16.2334,28461.1953,16.9750,16.2669,0.7081,16.8276,0.5888,0.5766,0.0122,-0.0372,28461.1953,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28484.3526,NA,16.57190000000000,16.63430000000000,0.00000000000000,0.28220000000000,9.3430,28467.7807,16.5719,16.5719,0.0000,0.2519,16.6022,0.6925,15.9097,0.1468,28467.7807,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28494.0451,NA,16.58290000000000,16.68690000000000,0.36690000000000,0.74570000000000,16.3374,28478.1703,16.2417,15.8748,0.3669,16.0460,0.5745,0.5654,0.0091,0.2881,28478.1703,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28501.2089,NA,16.85630000000000,16.68690000000000,0.00000000000000,0.27910000000000,9.1736,28484.3526,16.8563,16.8563,0.0000,0.2822,16.8532,0.6763,16.1769,-0.1150,28484.3526,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28510.7912,NA,16.74610000000000,16.66010000000000,0.64910000000000,0.92030000000000,16.2514,28494.4120,17.0283,16.3792,0.6491,16.6808,0.6187,0.6065,0.0122,-0.4184,28494.4120,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28518.1008,NA,16.89190000000000,16.66010000000000,0.00000000000000,0.26790000000000,8.9418,28501.2089,16.8919,16.8919,0.0000,0.2791,16.8807,0.7186,16.1621,0.1962,28501.2089,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28527.5159,NA,16.72470000000000,16.66540000000000,0.39250000000000,0.95780000000000,16.1921,28511.4403,16.4681,16.0756,0.3925,16.2933,0.7401,0.7286,0.0115,0.3629,28511.4403,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28535.3544,NA,17.25360000000000,16.66540000000000,0.00000000000000,0.27320000000000,8.3536,28518.1008,17.2536,17.2536,0.0000,0.2679,17.2589,0.7292,16.5297,0.2265,28518.1008,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28544.1532,NA,16.63730000000000,16.71010000000000,0.44140000000000,0.94010000000000,16.2649,28527.9084,16.6862,16.2448,0.4414,16.4338,0.7511,0.7426,0.0085,-0.2420,28527.9084,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28551.6100,NA,16.25560000000000,16.71010000000000,0.00000000000000,0.30570000000000,8.8081,28535.3544,16.2556,16.2556,0.0000,0.2732,16.2881,0.7175,15.5706,0.5435,28535.3544,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28560.8065,NA,16.65330000000000,16.66180000000000,0.39960000000000,0.80840000000000,16.2734,28544.5946,16.6115,16.2119,0.3996,16.4142,0.6061,0.5942,0.0119,0.0244,28544.5946,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28568.2105,NA,16.60050000000000,16.66180000000000,0.00000000000000,0.28800000000000,8.8694,28551.6100,16.6005,16.6005,0.0000,0.3057,16.5828,0.6969,15.8859,-0.4062,28551.6100,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28577.6073,NA,16.80080000000000,16.66870000000000,0.66800000000000,1.05630000000000,16.1413,28561.2061,17.0692,16.4012,0.6680,16.8425,0.6150,0.6040,0.0110,-0.0572,28561.2061,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28584.9256,NA,16.71510000000000,16.66870000000000,0.00000000000000,0.69460000000000,8.8230,28568.2105,16.7151,16.7151,0.0000,0.2880,17.1217,1.1913,15.9304,-0.0682,28568.2105,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,28594.6452,NA,17.03790000000000,16.64700000000000,0.37750000000000,0.96780000000000,15.7504,28578.2753,16.7474,16.3699,0.3775,1.6721,15.6656,3.4756,12.1900,0.4222,28578.2753,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,28601.8778,NA,16.95220000000000,16.64700000000000,0.00000000000000,0.47170000000000,8.5178,28584.9256,16.9522,16.9522,0.0000,0.6946,16.7293,0.9109,15.8184,0.0681,28584.9256,NA,NA,NA
